"plate","isotype","Location","Sample","antigen","value","group","beadcount","ctrl_group","conc"
"Plate1","IgA","5(1,A5)","Control: MGH mixed pool1:1000","HlyE",2167.14136,"Controls",">50","MGH mixed pool",0.001
"Plate1","IgA","6(1,A6)","Control: MGH mixed pool1:1000","HlyE",2367.43604,"Controls",">50","MGH mixed pool",0.001
"Plate1","IgA","7(1,A7)","Control: MGH mixed pool1:4000","HlyE",473.94806,"Controls",">50","MGH mixed pool",0.00025
"Plate1","IgA","8(1,A8)","Control: MGH mixed pool1:4000","HlyE",408.46814,"Controls",">50","MGH mixed pool",0.00025
"Plate1","IgA","9(1,A9)","Control: MGH mixed pool1:16000","HlyE",140.37617,"Controls",">50","MGH mixed pool",6.25e-05
"Plate1","IgA","10(1,A10)","Control: MGH mixed pool1:16000","HlyE",142.70039,"Controls",">50","MGH mixed pool",6.25e-05
"Plate1","IgA","11(1,A11)","Control: MGH mixed pool1:64000","HlyE",68.50801,"Controls",">50","MGH mixed pool",1.5625e-05
"Plate1","IgA","12(1,A12)","Control: MGH mixed pool1:64000","HlyE",65.50644,"Controls",">50","MGH mixed pool",1.5625e-05
"Plate1","IgA","13(1,A13)","Control: MGH mixed pool1:256000","HlyE",45.78877,"Controls",">50","MGH mixed pool",3.91e-06
"Plate1","IgA","14(1,A14)","Control: MGH mixed pool1:256000","HlyE",48.14785,"Controls",">50","MGH mixed pool",3.91e-06
"Plate1","IgA","15(1,A15)","Control: MGH mixed pool1:1024000","HlyE",39.83213,"Controls",">50","MGH mixed pool",9.77e-07
"Plate1","IgA","16(1,A16)","Control: MGH mixed pool1:1024000","HlyE",40.38662,"Controls",">50","MGH mixed pool",9.77e-07
"Plate1","IgA","17(1,A17)","Control: MGH mixed pool1:4096000","HlyE",35.64522,"Controls",">50","MGH mixed pool",2.44e-07
"Plate1","IgA","18(1,A18)","Control: MGH mixed pool1:4096000","HlyE",35.97725,"Controls",">50","MGH mixed pool",2.44e-07
"Plate1","IgA","19(1,A19)","Control: MGH mixed pool1:16384000","HlyE",39.43701,"Controls",">50","MGH mixed pool",6.1e-08
"Plate1","IgA","20(1,A20)","Control: MGH mixed pool1:16384000","HlyE",36.46035,"Controls",">50","MGH mixed pool",6.1e-08
"Plate1","IgA","21(1,A21)","Control: Negative COVID1:1000","HlyE",48.94805,"Controls",">50","Negative COVID",0.001
"Plate1","IgA","22(1,A22)","Control: Negative COVID1:1000","HlyE",43.99082,"Controls",">50","Negative COVID",0.001
"Plate1","IgA","23(1,A23)","Control: HlyE mAb50 ng.mL","HlyE",180167.9063,"Controls",">50","HlyE mAb",50
"Plate1","IgA","24(1,A24)","Control: HlyE mAb50 ng.mL","HlyE",142716.9844,"Controls",">50","HlyE mAb",50
"Plate1","IgA","25(1,B1)","Control: HlyE mAb12.5 ng.mL","HlyE",12284.86035,"Controls",">50","HlyE mAb",12.5
"Plate1","IgA","26(1,B2)","Control: HlyE mAb12.5 ng.mL","HlyE",13757.93652,"Controls",">50","HlyE mAb",12.5
"Plate1","IgA","27(1,B3)","Control: HlyE mAb3.125 ng.mL","HlyE",3072.62378,"Controls",">50","HlyE mAb",3.125
"Plate1","IgA","28(1,B4)","Control: HlyE mAb3.125 ng.mL","HlyE",2289.73584,"Controls",">50","HlyE mAb",3.125
"Plate1","IgA","29(1,B5)","Control: HlyE mAb0.78125 ng.mL","HlyE",617.80554,"Controls",">50","HlyE mAb",0.78125
"Plate1","IgA","30(1,B6)","Control: HlyE mAb0.78125 ng.mL","HlyE",629.43164,"Controls",">50","HlyE mAb",0.78125
"Plate1","IgA","31(1,B7)","Control: HlyE mAb0.1953125 ng.mL","HlyE",264.92441,"Controls",">50","HlyE mAb",0.1953125
"Plate1","IgA","32(1,B8)","Control: HlyE mAb0.1953125 ng.mL","HlyE",272.04648,"Controls",">50","HlyE mAb",0.1953125
"Plate1","IgA","33(1,B9)","Control: HlyE mAb0.048828125 ng.mL","HlyE",120.59209,"Controls",">50","HlyE mAb",0.048828125
"Plate1","IgA","34(1,B10)","Control: HlyE mAb0.048828125 ng.mL","HlyE",95.99355,"Controls",">50","HlyE mAb",0.048828125
"Plate1","IgA","35(1,B11)","Control: HlyE mAb0.012207031 ng.mL","HlyE",60.11758,"Controls",">50","HlyE mAb",0.012207031
"Plate1","IgA","36(1,B12)","Control: HlyE mAb0.012207031 ng.mL","HlyE",54.54942,"Controls",">50","HlyE mAb",0.012207031
"Plate1","IgA","37(1,B13)","Control: HlyE mAb0.003051758 ng.mL","HlyE",52.37461,"Controls",">50","HlyE mAb",0.003051758
"Plate1","IgA","38(1,B14)","Control: HlyE mAb0.003051758 ng.mL","HlyE",40.25879,"Controls",">50","HlyE mAb",0.003051758
"Plate1","IgA","39(1,B15)","Control: MGH VC pool1:100","HlyE",694.88495,"Controls",">50","MGH VC pool",0.01
"Plate1","IgA","40(1,B16)","Control: MGH VC pool1:100","HlyE",878.31897,"Controls",">50","MGH VC pool",0.01
"Plate1","IgA","41(1,B17)","Control: MGH VC pool1:400","HlyE",172.52843,"Controls",">50","MGH VC pool",0.0025
"Plate1","IgA","42(1,B18)","Control: MGH VC pool1:400","HlyE",174.13544,"Controls",">50","MGH VC pool",0.0025
"Plate1","IgA","43(1,B19)","Control: MGH VC pool1:1600","HlyE",70.38399,"Controls",">50","MGH VC pool",0.000625
"Plate1","IgA","44(1,B20)","Control: MGH VC pool1:1600","HlyE",75.65,"Controls",">50","MGH VC pool",0.000625
"Plate1","IgA","45(1,B21)","Control: MGH VC pool1:6400","HlyE",46.93926,"Controls",">50","MGH VC pool",0.00015625
"Plate1","IgA","46(1,B22)","Control: MGH VC pool1:6400","HlyE",50.19316,"Controls",">50","MGH VC pool",0.00015625
"Plate1","IgA","47(1,B23)","Control: MGH VC pool1:25600","HlyE",43.87129,"Controls",">50","MGH VC pool",3.91e-05
"Plate1","IgA","48(1,B24)","Control: MGH VC pool1:25600","HlyE",39.93838,"Controls",">50","MGH VC pool",3.91e-05
"Plate1","IgA","49(1,C1)","Control: MGH VC pool1:102400","HlyE",36.82061,"Controls",">50","MGH VC pool",9.77e-06
"Plate1","IgA","50(1,C2)","Control: MGH VC pool1:102400","HlyE",36.39394,"Controls",">50","MGH VC pool",9.77e-06
"Plate1","IgA","51(1,C3)","Control: MGH VC pool1:409600","HlyE",34.41836,"Controls",">50","MGH VC pool",2.44e-06
"Plate1","IgA","52(1,C4)","Control: MGH VC pool1:409600","HlyE",43.09101,"Controls",">50","MGH VC pool",2.44e-06
"Plate1","IgA","53(1,C5)","Control: MGH VC pool1:1638400","HlyE",37.45976,"Controls",">50","MGH VC pool",6.1e-07
"Plate1","IgA","54(1,C6)","Control: MGH VC pool1:1638400","HlyE",35.17373,"Controls",">50","MGH VC pool",6.1e-07
"Plate1","IgA","55(1,C7)","Control: MGH Typhi HL1:1000","HlyE",9458.95801,"Controls",">50","MGH Typhi HL",0.001
"Plate1","IgA","56(1,C8)","Control: MGH Typhi HL1:1000","HlyE",9645.53516,"Controls",">50","MGH Typhi HL",0.001
"Plate1","IgA","57(1,C9)","Control: MGH Typhi HL1:4000","HlyE",1045.08826,"Controls",">50","MGH Typhi HL",0.00025
"Plate1","IgA","58(1,C10)","Control: MGH Typhi HL1:4000","HlyE",832.26953,"Controls",">50","MGH Typhi HL",0.00025
"Plate1","IgA","59(1,C11)","Control: MGH Typhi HL1:16000","HlyE",361.63016,"Controls",">50","MGH Typhi HL",6.25e-05
"Plate1","IgA","60(1,C12)","Control: MGH Typhi HL1:16000","HlyE",310.85928,"Controls",">50","MGH Typhi HL",6.25e-05
"Plate1","IgA","61(1,C13)","Control: MGH Cholera HL1:1000","HlyE",142.96269,"Controls",">50","MGH Cholera HL",0.001
"Plate1","IgA","62(1,C14)","Control: MGH Cholera HL1:1000","HlyE",114.73008,"Controls",">50","MGH Cholera HL",0.001
"Plate1","IgA","63(1,C15)","Control: MGH Cholera HL1:4000","HlyE",63.89277,"Controls",">50","MGH Cholera HL",0.00025
"Plate1","IgA","64(1,C16)","Control: MGH Cholera HL1:4000","HlyE",56.1,"Controls",">50","MGH Cholera HL",0.00025
"Plate1","IgA","65(1,C17)","Control: MGH Cholera HL1:16000","HlyE",39.90684,"Controls",">50","MGH Cholera HL",6.25e-05
"Plate1","IgA","66(1,C18)","Control: MGH Cholera HL1:16000","HlyE",43.22715,"Controls",">50","MGH Cholera HL",6.25e-05
"Plate1","IgA","67(1,C19)","Control: MGH Shigella HL1:1000","HlyE",586.95154,"Controls",">50","MGH Shigella HL",0.001
"Plate1","IgA","68(1,C20)","Control: MGH Shigella HL1:1000","HlyE",590.2254,"Controls",">50","MGH Shigella HL",0.001
"Plate1","IgA","69(1,C21)","Control: MGH Shigella HL1:4000","HlyE",172.55,"Controls",">50","MGH Shigella HL",0.00025
"Plate1","IgA","70(1,C22)","Control: MGH Shigella HL1:4000","HlyE",156.24063,"Controls",">50","MGH Shigella HL",0.00025
"Plate1","IgA","71(1,C23)","Control: MGH Shigella HL1:16000","HlyE",73.74082,"Controls",">50","MGH Shigella HL",6.25e-05
"Plate1","IgA","72(1,C24)","Control: MGH Shigella HL1:16000","HlyE",61.41748,"Controls",">50","MGH Shigella HL",6.25e-05
"Plate1","IgA","5(1,A5)","Control: MGH mixed pool1:1000","Inaba OSP",148457.7813,"Controls",">50","MGH mixed pool",0.001
"Plate1","IgA","6(1,A6)","Control: MGH mixed pool1:1000","Inaba OSP",160977.7813,"Controls",">50","MGH mixed pool",0.001
"Plate1","IgA","7(1,A7)","Control: MGH mixed pool1:4000","Inaba OSP",58120.54688,"Controls",">50","MGH mixed pool",0.00025
"Plate1","IgA","8(1,A8)","Control: MGH mixed pool1:4000","Inaba OSP",57352.71094,"Controls",">50","MGH mixed pool",0.00025
"Plate1","IgA","9(1,A9)","Control: MGH mixed pool1:16000","Inaba OSP",17539.26172,"Controls",">50","MGH mixed pool",6.25e-05
"Plate1","IgA","10(1,A10)","Control: MGH mixed pool1:16000","Inaba OSP",18825.99023,"Controls",">50","MGH mixed pool",6.25e-05
"Plate1","IgA","11(1,A11)","Control: MGH mixed pool1:64000","Inaba OSP",5292.1167,"Controls",">50","MGH mixed pool",1.5625e-05
"Plate1","IgA","12(1,A12)","Control: MGH mixed pool1:64000","Inaba OSP",4630.375,"Controls",">50","MGH mixed pool",1.5625e-05
"Plate1","IgA","13(1,A13)","Control: MGH mixed pool1:256000","Inaba OSP",1632.72388,"Controls",">50","MGH mixed pool",3.91e-06
"Plate1","IgA","14(1,A14)","Control: MGH mixed pool1:256000","Inaba OSP",1185.00952,"Controls",">50","MGH mixed pool",3.91e-06
"Plate1","IgA","15(1,A15)","Control: MGH mixed pool1:1024000","Inaba OSP",280.7507,"Controls",">50","MGH mixed pool",9.77e-07
"Plate1","IgA","16(1,A16)","Control: MGH mixed pool1:1024000","Inaba OSP",244.58749,"Controls",">50","MGH mixed pool",9.77e-07
"Plate1","IgA","17(1,A17)","Control: MGH mixed pool1:4096000","Inaba OSP",67.44385,"Controls",">50","MGH mixed pool",2.44e-07
"Plate1","IgA","18(1,A18)","Control: MGH mixed pool1:4096000","Inaba OSP",75.17188,"Controls",">50","MGH mixed pool",2.44e-07
"Plate1","IgA","19(1,A19)","Control: MGH mixed pool1:16384000","Inaba OSP",36.29102,"Controls",">50","MGH mixed pool",6.1e-08
"Plate1","IgA","20(1,A20)","Control: MGH mixed pool1:16384000","Inaba OSP",47.57012,"Controls",">50","MGH mixed pool",6.1e-08
"Plate1","IgA","21(1,A21)","Control: Negative COVID1:1000","Inaba OSP",37.63408,"Controls",">50","Negative COVID",0.001
"Plate1","IgA","22(1,A22)","Control: Negative COVID1:1000","Inaba OSP",40.97432,"Controls",">50","Negative COVID",0.001
"Plate1","IgA","23(1,A23)","Control: HlyE mAb50 ng.mL","Inaba OSP",27.87568,"Controls",">50","HlyE mAb",50
"Plate1","IgA","24(1,A24)","Control: HlyE mAb50 ng.mL","Inaba OSP",36.96836,"Controls",">50","HlyE mAb",50
"Plate1","IgA","25(1,B1)","Control: HlyE mAb12.5 ng.mL","Inaba OSP",29.09756,"Controls",">50","HlyE mAb",12.5
"Plate1","IgA","26(1,B2)","Control: HlyE mAb12.5 ng.mL","Inaba OSP",26.22715,"Controls",">50","HlyE mAb",12.5
"Plate1","IgA","27(1,B3)","Control: HlyE mAb3.125 ng.mL","Inaba OSP",31.33379,"Controls",">50","HlyE mAb",3.125
"Plate1","IgA","28(1,B4)","Control: HlyE mAb3.125 ng.mL","Inaba OSP",31.52305,"Controls",">50","HlyE mAb",3.125
"Plate1","IgA","29(1,B5)","Control: HlyE mAb0.78125 ng.mL","Inaba OSP",27.6001,"Controls",">50","HlyE mAb",0.78125
"Plate1","IgA","30(1,B6)","Control: HlyE mAb0.78125 ng.mL","Inaba OSP",28.46836,"Controls",">50","HlyE mAb",0.78125
"Plate1","IgA","31(1,B7)","Control: HlyE mAb0.1953125 ng.mL","Inaba OSP",29.56738,"Controls",">50","HlyE mAb",0.1953125
"Plate1","IgA","32(1,B8)","Control: HlyE mAb0.1953125 ng.mL","Inaba OSP",28.05664,"Controls",">50","HlyE mAb",0.1953125
"Plate1","IgA","33(1,B9)","Control: HlyE mAb0.048828125 ng.mL","Inaba OSP",28.56299,"Controls",">50","HlyE mAb",0.048828125
"Plate1","IgA","34(1,B10)","Control: HlyE mAb0.048828125 ng.mL","Inaba OSP",28.17617,"Controls",">50","HlyE mAb",0.048828125
"Plate1","IgA","35(1,B11)","Control: HlyE mAb0.012207031 ng.mL","Inaba OSP",22.56484,"Controls",">50","HlyE mAb",0.012207031
"Plate1","IgA","36(1,B12)","Control: HlyE mAb0.012207031 ng.mL","Inaba OSP",26.3334,"Controls",">50","HlyE mAb",0.012207031
"Plate1","IgA","37(1,B13)","Control: HlyE mAb0.003051758 ng.mL","Inaba OSP",27.70137,"Controls",">50","HlyE mAb",0.003051758
"Plate1","IgA","38(1,B14)","Control: HlyE mAb0.003051758 ng.mL","Inaba OSP",28.97637,"Controls",">50","HlyE mAb",0.003051758
"Plate1","IgA","39(1,B15)","Control: MGH VC pool1:100","Inaba OSP",48399.04297,"Controls",">50","MGH VC pool",0.01
"Plate1","IgA","40(1,B16)","Control: MGH VC pool1:100","Inaba OSP",57934.13281,"Controls",">50","MGH VC pool",0.01
"Plate1","IgA","41(1,B17)","Control: MGH VC pool1:400","Inaba OSP",19838.89648,"Controls",">50","MGH VC pool",0.0025
"Plate1","IgA","42(1,B18)","Control: MGH VC pool1:400","Inaba OSP",20212.80273,"Controls",">50","MGH VC pool",0.0025
"Plate1","IgA","43(1,B19)","Control: MGH VC pool1:1600","Inaba OSP",5654.86572,"Controls",">50","MGH VC pool",0.000625
"Plate1","IgA","44(1,B20)","Control: MGH VC pool1:1600","Inaba OSP",6191.07959,"Controls",">50","MGH VC pool",0.000625
"Plate1","IgA","45(1,B21)","Control: MGH VC pool1:6400","Inaba OSP",1727.48218,"Controls",">50","MGH VC pool",0.00015625
"Plate1","IgA","46(1,B22)","Control: MGH VC pool1:6400","Inaba OSP",1815.08203,"Controls",">50","MGH VC pool",0.00015625
"Plate1","IgA","47(1,B23)","Control: MGH VC pool1:25600","Inaba OSP",467.13144,"Controls",">50","MGH VC pool",3.91e-05
"Plate1","IgA","48(1,B24)","Control: MGH VC pool1:25600","Inaba OSP",450.17462,"Controls",">50","MGH VC pool",3.91e-05
"Plate1","IgA","49(1,C1)","Control: MGH VC pool1:102400","Inaba OSP",130.25586,"Controls",">50","MGH VC pool",9.77e-06
"Plate1","IgA","50(1,C2)","Control: MGH VC pool1:102400","Inaba OSP",118.17324,"Controls",">50","MGH VC pool",9.77e-06
"Plate1","IgA","51(1,C3)","Control: MGH VC pool1:409600","Inaba OSP",43.85967,"Controls",">50","MGH VC pool",2.44e-06
"Plate1","IgA","52(1,C4)","Control: MGH VC pool1:409600","Inaba OSP",53.31592,"Controls",">50","MGH VC pool",2.44e-06
"Plate1","IgA","53(1,C5)","Control: MGH VC pool1:1638400","Inaba OSP",32.53906,"Controls",">50","MGH VC pool",6.1e-07
"Plate1","IgA","54(1,C6)","Control: MGH VC pool1:1638400","Inaba OSP",32.99395,"Controls",">50","MGH VC pool",6.1e-07
"Plate1","IgA","55(1,C7)","Control: MGH Typhi HL1:1000","Inaba OSP",476.86993,"Controls",">50","MGH Typhi HL",0.001
"Plate1","IgA","56(1,C8)","Control: MGH Typhi HL1:1000","Inaba OSP",428.55939,"Controls",">50","MGH Typhi HL",0.001
"Plate1","IgA","57(1,C9)","Control: MGH Typhi HL1:4000","Inaba OSP",141.88194,"Controls",">50","MGH Typhi HL",0.00025
"Plate1","IgA","58(1,C10)","Control: MGH Typhi HL1:4000","Inaba OSP",134.5125,"Controls",">50","MGH Typhi HL",0.00025
"Plate1","IgA","59(1,C11)","Control: MGH Typhi HL1:16000","Inaba OSP",68.8168,"Controls",">50","MGH Typhi HL",6.25e-05
"Plate1","IgA","60(1,C12)","Control: MGH Typhi HL1:16000","Inaba OSP",75.59854,"Controls",">50","MGH Typhi HL",6.25e-05
"Plate1","IgA","61(1,C13)","Control: MGH Cholera HL1:1000","Inaba OSP",24905.89844,"Controls",">50","MGH Cholera HL",0.001
"Plate1","IgA","62(1,C14)","Control: MGH Cholera HL1:1000","Inaba OSP",21025.99219,"Controls",">50","MGH Cholera HL",0.001
"Plate1","IgA","63(1,C15)","Control: MGH Cholera HL1:4000","Inaba OSP",6785.9751,"Controls",">50","MGH Cholera HL",0.00025
"Plate1","IgA","64(1,C16)","Control: MGH Cholera HL1:4000","Inaba OSP",6268.31494,"Controls",">50","MGH Cholera HL",0.00025
"Plate1","IgA","65(1,C17)","Control: MGH Cholera HL1:16000","Inaba OSP",1785.54785,"Controls",">50","MGH Cholera HL",6.25e-05
"Plate1","IgA","66(1,C18)","Control: MGH Cholera HL1:16000","Inaba OSP",1558.24927,"Controls",">50","MGH Cholera HL",6.25e-05
"Plate1","IgA","67(1,C19)","Control: MGH Shigella HL1:1000","Inaba OSP",114.04277,"Controls",">50","MGH Shigella HL",0.001
"Plate1","IgA","68(1,C20)","Control: MGH Shigella HL1:1000","Inaba OSP",102.95625,"Controls",">50","MGH Shigella HL",0.001
"Plate1","IgA","69(1,C21)","Control: MGH Shigella HL1:4000","Inaba OSP",47.89551,"Controls",">50","MGH Shigella HL",0.00025
"Plate1","IgA","70(1,C22)","Control: MGH Shigella HL1:4000","Inaba OSP",50.11846,"Controls",">50","MGH Shigella HL",0.00025
"Plate1","IgA","71(1,C23)","Control: MGH Shigella HL1:16000","Inaba OSP",32.94746,"Controls",">50","MGH Shigella HL",6.25e-05
"Plate1","IgA","72(1,C24)","Control: MGH Shigella HL1:16000","Inaba OSP",38.63848,"Controls",">50","MGH Shigella HL",6.25e-05
"Plate1","IgA","5(1,A5)","Control: MGH mixed pool1:1000","CtxB",112969.4453,"Controls",">50","MGH mixed pool",0.001
"Plate1","IgA","6(1,A6)","Control: MGH mixed pool1:1000","CtxB",114678.5781,"Controls",">50","MGH mixed pool",0.001
"Plate1","IgA","7(1,A7)","Control: MGH mixed pool1:4000","CtxB",40271.01562,"Controls",">50","MGH mixed pool",0.00025
"Plate1","IgA","8(1,A8)","Control: MGH mixed pool1:4000","CtxB",41142.74609,"Controls",">50","MGH mixed pool",0.00025
"Plate1","IgA","9(1,A9)","Control: MGH mixed pool1:16000","CtxB",10312.60156,"Controls",">50","MGH mixed pool",6.25e-05
"Plate1","IgA","10(1,A10)","Control: MGH mixed pool1:16000","CtxB",9325.17383,"Controls",">50","MGH mixed pool",6.25e-05
"Plate1","IgA","11(1,A11)","Control: MGH mixed pool1:64000","CtxB",2826.4375,"Controls",">50","MGH mixed pool",1.5625e-05
"Plate1","IgA","12(1,A12)","Control: MGH mixed pool1:64000","CtxB",2071.49976,"Controls",">50","MGH mixed pool",1.5625e-05
"Plate1","IgA","13(1,A13)","Control: MGH mixed pool1:256000","CtxB",1021.79962,"Controls",">50","MGH mixed pool",3.91e-06
"Plate1","IgA","14(1,A14)","Control: MGH mixed pool1:256000","CtxB",734.2406,"Controls",">50","MGH mixed pool",3.91e-06
"Plate1","IgA","15(1,A15)","Control: MGH mixed pool1:1024000","CtxB",292.11777,"Controls",">50","MGH mixed pool",9.77e-07
"Plate1","IgA","16(1,A16)","Control: MGH mixed pool1:1024000","CtxB",216.54082,"Controls",">50","MGH mixed pool",9.77e-07
"Plate1","IgA","17(1,A17)","Control: MGH mixed pool1:4096000","CtxB",112.31953,"Controls",">50","MGH mixed pool",2.44e-07
"Plate1","IgA","18(1,A18)","Control: MGH mixed pool1:4096000","CtxB",113.99297,"Controls",">50","MGH mixed pool",2.44e-07
"Plate1","IgA","19(1,A19)","Control: MGH mixed pool1:16384000","CtxB",71.13438,"Controls",">50","MGH mixed pool",6.1e-08
"Plate1","IgA","20(1,A20)","Control: MGH mixed pool1:16384000","CtxB",55.56875,"Controls",">50","MGH mixed pool",6.1e-08
"Plate1","IgA","21(1,A21)","Control: Negative COVID1:1000","CtxB",83.13565,"Controls",">50","Negative COVID",0.001
"Plate1","IgA","22(1,A22)","Control: Negative COVID1:1000","CtxB",91.99922,"Controls",">50","Negative COVID",0.001
"Plate1","IgA","23(1,A23)","Control: HlyE mAb50 ng.mL","CtxB",66.43945,"Controls",">50","HlyE mAb",50
"Plate1","IgA","24(1,A24)","Control: HlyE mAb50 ng.mL","CtxB",81.1252,"Controls",">50","HlyE mAb",50
"Plate1","IgA","25(1,B1)","Control: HlyE mAb12.5 ng.mL","CtxB",51.32871,"Controls",">50","HlyE mAb",12.5
"Plate1","IgA","26(1,B2)","Control: HlyE mAb12.5 ng.mL","CtxB",57.00146,"Controls",">50","HlyE mAb",12.5
"Plate1","IgA","27(1,B3)","Control: HlyE mAb3.125 ng.mL","CtxB",45.71572,"Controls",">50","HlyE mAb",3.125
"Plate1","IgA","28(1,B4)","Control: HlyE mAb3.125 ng.mL","CtxB",44.55527,"Controls",">50","HlyE mAb",3.125
"Plate1","IgA","29(1,B5)","Control: HlyE mAb0.78125 ng.mL","CtxB",40.02969,"Controls",">50","HlyE mAb",0.78125
"Plate1","IgA","30(1,B6)","Control: HlyE mAb0.78125 ng.mL","CtxB",42.6959,"Controls",">50","HlyE mAb",0.78125
"Plate1","IgA","31(1,B7)","Control: HlyE mAb0.1953125 ng.mL","CtxB",48.74219,"Controls",">50","HlyE mAb",0.1953125
"Plate1","IgA","32(1,B8)","Control: HlyE mAb0.1953125 ng.mL","CtxB",52.36963,"Controls",">50","HlyE mAb",0.1953125
"Plate1","IgA","33(1,B9)","Control: HlyE mAb0.048828125 ng.mL","CtxB",44.97197,"Controls",">50","HlyE mAb",0.048828125
"Plate1","IgA","34(1,B10)","Control: HlyE mAb0.048828125 ng.mL","CtxB",48.72559,"Controls",">50","HlyE mAb",0.048828125
"Plate1","IgA","35(1,B11)","Control: HlyE mAb0.012207031 ng.mL","CtxB",53.02041,"Controls",">50","HlyE mAb",0.012207031
"Plate1","IgA","36(1,B12)","Control: HlyE mAb0.012207031 ng.mL","CtxB",44.66982,"Controls",">50","HlyE mAb",0.012207031
"Plate1","IgA","37(1,B13)","Control: HlyE mAb0.003051758 ng.mL","CtxB",49.26015,"Controls",">50","HlyE mAb",0.003051758
"Plate1","IgA","38(1,B14)","Control: HlyE mAb0.003051758 ng.mL","CtxB",56.97988,"Controls",">50","HlyE mAb",0.003051758
"Plate1","IgA","39(1,B15)","Control: MGH VC pool1:100","CtxB",16190.35352,"Controls",">50","MGH VC pool",0.01
"Plate1","IgA","40(1,B16)","Control: MGH VC pool1:100","CtxB",19623.49023,"Controls",">50","MGH VC pool",0.01
"Plate1","IgA","41(1,B17)","Control: MGH VC pool1:400","CtxB",5441.04932,"Controls",">50","MGH VC pool",0.0025
"Plate1","IgA","42(1,B18)","Control: MGH VC pool1:400","CtxB",5801.35596,"Controls",">50","MGH VC pool",0.0025
"Plate1","IgA","43(1,B19)","Control: MGH VC pool1:1600","CtxB",1563.73767,"Controls",">50","MGH VC pool",0.000625
"Plate1","IgA","44(1,B20)","Control: MGH VC pool1:1600","CtxB",1639.35779,"Controls",">50","MGH VC pool",0.000625
"Plate1","IgA","45(1,B21)","Control: MGH VC pool1:6400","CtxB",500.9837,"Controls",">50","MGH VC pool",0.00015625
"Plate1","IgA","46(1,B22)","Control: MGH VC pool1:6400","CtxB",541.36536,"Controls",">50","MGH VC pool",0.00015625
"Plate1","IgA","47(1,B23)","Control: MGH VC pool1:25600","CtxB",233.96915,"Controls",">50","MGH VC pool",3.91e-05
"Plate1","IgA","48(1,B24)","Control: MGH VC pool1:25600","CtxB",189.0536,"Controls",">50","MGH VC pool",3.91e-05
"Plate1","IgA","49(1,C1)","Control: MGH VC pool1:102400","CtxB",91.63399,"Controls",">50","MGH VC pool",9.77e-06
"Plate1","IgA","50(1,C2)","Control: MGH VC pool1:102400","CtxB",86.57549,"Controls",">50","MGH VC pool",9.77e-06
"Plate1","IgA","51(1,C3)","Control: MGH VC pool1:409600","CtxB",52.20195,"Controls",">50","MGH VC pool",2.44e-06
"Plate1","IgA","52(1,C4)","Control: MGH VC pool1:409600","CtxB",54.21406,"Controls",">50","MGH VC pool",2.44e-06
"Plate1","IgA","53(1,C5)","Control: MGH VC pool1:1638400","CtxB",42.35557,"Controls",">50","MGH VC pool",6.1e-07
"Plate1","IgA","54(1,C6)","Control: MGH VC pool1:1638400","CtxB",45.61113,"Controls",">50","MGH VC pool",6.1e-07
"Plate1","IgA","55(1,C7)","Control: MGH Typhi HL1:1000","CtxB",265.16348,"Controls",">50","MGH Typhi HL",0.001
"Plate1","IgA","56(1,C8)","Control: MGH Typhi HL1:1000","CtxB",230.10098,"Controls",">50","MGH Typhi HL",0.001
"Plate1","IgA","57(1,C9)","Control: MGH Typhi HL1:4000","CtxB",116.35537,"Controls",">50","MGH Typhi HL",0.00025
"Plate1","IgA","58(1,C10)","Control: MGH Typhi HL1:4000","CtxB",102.18262,"Controls",">50","MGH Typhi HL",0.00025
"Plate1","IgA","59(1,C11)","Control: MGH Typhi HL1:16000","CtxB",86.15215,"Controls",">50","MGH Typhi HL",6.25e-05
"Plate1","IgA","60(1,C12)","Control: MGH Typhi HL1:16000","CtxB",108.77012,"Controls",">50","MGH Typhi HL",6.25e-05
"Plate1","IgA","61(1,C13)","Control: MGH Cholera HL1:1000","CtxB",11636.50977,"Controls",">50","MGH Cholera HL",0.001
"Plate1","IgA","62(1,C14)","Control: MGH Cholera HL1:1000","CtxB",10291.66406,"Controls",">50","MGH Cholera HL",0.001
"Plate1","IgA","63(1,C15)","Control: MGH Cholera HL1:4000","CtxB",3034.48169,"Controls",">50","MGH Cholera HL",0.00025
"Plate1","IgA","64(1,C16)","Control: MGH Cholera HL1:4000","CtxB",2993.73315,"Controls",">50","MGH Cholera HL",0.00025
"Plate1","IgA","65(1,C17)","Control: MGH Cholera HL1:16000","CtxB",818.18811,"Controls",">50","MGH Cholera HL",6.25e-05
"Plate1","IgA","66(1,C18)","Control: MGH Cholera HL1:16000","CtxB",742.49994,"Controls",">50","MGH Cholera HL",6.25e-05
"Plate1","IgA","67(1,C19)","Control: MGH Shigella HL1:1000","CtxB",166.94199,"Controls",">50","MGH Shigella HL",0.001
"Plate1","IgA","68(1,C20)","Control: MGH Shigella HL1:1000","CtxB",173.44981,"Controls",">50","MGH Shigella HL",0.001
"Plate1","IgA","69(1,C21)","Control: MGH Shigella HL1:4000","CtxB",89.95723,"Controls",">50","MGH Shigella HL",0.00025
"Plate1","IgA","70(1,C22)","Control: MGH Shigella HL1:4000","CtxB",83.65527,"Controls",">50","MGH Shigella HL",0.00025
"Plate1","IgA","71(1,C23)","Control: MGH Shigella HL1:16000","CtxB",62.69248,"Controls",">50","MGH Shigella HL",6.25e-05
