"plate","isotype","Location","Sample","antigen","value","group","beadcount","ctrl_group","conc"
"Plate3","IgA","35(1,B11)","Control: HlyE mAb0.012207031 ng.mL","TTHc",80.80312,"Controls",">50","HlyE mAb",0.012207031
"Plate3","IgA","36(1,B12)","Control: HlyE mAb0.012207031 ng.mL","TTHc",80.42129,"Controls",">50","HlyE mAb",0.012207031
"Plate3","IgA","37(1,B13)","Control: HlyE mAb0.003051758 ng.mL","TTHc",82.77705,"Controls",">50","HlyE mAb",0.003051758
"Plate3","IgA","38(1,B14)","Control: HlyE mAb0.003051758 ng.mL","TTHc",75.01582,"Controls",">50","HlyE mAb",0.003051758
"Plate3","IgA","39(1,B15)","Control: IMM VC pool1:100","TTHc",253.83456,"Controls",">50","IMM VC pool",0.01
"Plate3","IgA","40(1,B16)","Control: IMM VC pool1:100","TTHc",256.68839,"Controls",">50","IMM VC pool",0.01
"Plate3","IgA","41(1,B17)","Control: IMM VC pool1:400","TTHc",133.78867,"Controls",">50","IMM VC pool",0.0025
"Plate3","IgA","42(1,B18)","Control: IMM VC pool1:400","TTHc",232.39531,"Controls",">50","IMM VC pool",0.0025
"Plate3","IgA","43(1,B19)","Control: IMM VC pool1:1600","TTHc",149.0787,"Controls",">50","IMM VC pool",0.000625
"Plate3","IgA","44(1,B20)","Control: IMM VC pool1:1600","TTHc",201.98291,"Controls",">50","IMM VC pool",0.000625
"Plate3","IgA","45(1,B21)","Control: IMM VC pool1:6400","TTHc",155.69942,"Controls",">50","IMM VC pool",0.00015625
"Plate3","IgA","46(1,B22)","Control: IMM VC pool1:6400","TTHc",169.40898,"Controls",">50","IMM VC pool",0.00015625
"Plate3","IgA","47(1,B23)","Control: IMM VC pool1:25600","TTHc",121.80898,"Controls",">50","IMM VC pool",3.91e-05
"Plate3","IgA","48(1,B24)","Control: IMM VC pool1:25600","TTHc",126.52715,"Controls",">50","IMM VC pool",3.91e-05
"Plate3","IgA","49(1,C1)","Control: IMM VC pool1:102400","TTHc",93.96152,"Controls",">50","IMM VC pool",9.77e-06
"Plate3","IgA","50(1,C2)","Control: IMM VC pool1:102400","TTHc",86.56055,"Controls",">50","IMM VC pool",9.77e-06
"Plate3","IgA","51(1,C3)","Control: IMM VC pool1:409600","TTHc",100.64864,"Controls",">50","IMM VC pool",2.44e-06
"Plate3","IgA","52(1,C4)","Control: IMM VC pool1:409600","TTHc",82.4334,"Controls",">50","IMM VC pool",2.44e-06
"Plate3","IgA","53(1,C5)","Control: IMM VC pool1:1638400","TTHc",89.53223,"Controls",">50","IMM VC pool",6.1e-07
"Plate3","IgA","54(1,C6)","Control: IMM VC pool1:1638400","TTHc",80.99902,"Controls",">50","IMM VC pool",6.1e-07
"Plate3","IgA","55(1,C7)","Control: IMM Typhi HL1:1000","TTHc",413.82715,"Controls",">50","IMM Typhi HL",0.001
"Plate3","IgA","56(1,C8)","Control: IMM Typhi HL1:1000","TTHc",343.4498,"Controls",">50","IMM Typhi HL",0.001
"Plate3","IgA","57(1,C9)","Control: IMM Typhi HL1:4000","TTHc",173.75859,"Controls",">50","IMM Typhi HL",0.00025
"Plate3","IgA","58(1,C10)","Control: IMM Typhi HL1:4000","TTHc",140.85098,"Controls",">50","IMM Typhi HL",0.00025
"Plate3","IgA","59(1,C11)","Control: IMM Typhi HL1:16000","TTHc",136.06641,"Controls",">50","IMM Typhi HL",6.25e-05
"Plate3","IgA","60(1,C12)","Control: IMM Typhi HL1:16000","TTHc",135.58163,"Controls",">50","IMM Typhi HL",6.25e-05
"Plate3","IgA","61(1,C13)","Control: MGH Cholera HL1:1000","TTHc",202.51749,"Controls",">50","MGH Cholera HL",0.001
"Plate3","IgA","62(1,C14)","Control: MGH Cholera HL1:1000","TTHc",184.79199,"Controls",">50","MGH Cholera HL",0.001
"Plate3","IgA","63(1,C15)","Control: MGH Cholera HL1:4000","TTHc",127.50332,"Controls",">50","MGH Cholera HL",0.00025
"Plate3","IgA","64(1,C16)","Control: MGH Cholera HL1:4000","TTHc",137.32812,"Controls",">50","MGH Cholera HL",0.00025
"Plate3","IgA","65(1,C17)","Control: MGH Cholera HL1:16000","TTHc",112.80762,"Controls",">50","MGH Cholera HL",6.25e-05
"Plate3","IgA","66(1,C18)","Control: MGH Cholera HL1:16000","TTHc",104.01875,"Controls",">50","MGH Cholera HL",6.25e-05
"Plate3","IgA","67(1,C19)","Control: IMM Shigella HL1:1000","TTHc",471.75,"Controls",">50","IMM Shigella HL",0.001
"Plate3","IgA","68(1,C20)","Control: IMM Shigella HL1:1000","TTHc",526.04541,"Controls",">50","IMM Shigella HL",0.001
"Plate3","IgA","69(1,C21)","Control: IMM Shigella HL1:4000","TTHc",192.63126,"Controls",">50","IMM Shigella HL",0.00025
"Plate3","IgA","70(1,C22)","Control: IMM Shigella HL1:4000","TTHc",213.5293,"Controls",">50","IMM Shigella HL",0.00025
"Plate3","IgA","71(1,C23)","Control: IMM Shigella HL1:16000","TTHc",126.65498,"Controls",">50","IMM Shigella HL",6.25e-05
"Plate3","IgA","72(1,C24)","Control: IMM Shigella HL1:16000","TTHc",114.579,"Controls",">50","IMM Shigella HL",6.25e-05
"Plate3","IgA","5(1,A5)","Control: MGH mixed pool1:1000","BSA",51.33535,"Controls",">50","MGH mixed pool",0.001
"Plate3","IgA","6(1,A6)","Control: MGH mixed pool1:1000","BSA",45.39531,"Controls",">50","MGH mixed pool",0.001
"Plate3","IgA","7(1,A7)","Control: MGH mixed pool1:4000","BSA",39.58145,"Controls",">50","MGH mixed pool",0.00025
"Plate3","IgA","8(1,A8)","Control: MGH mixed pool1:4000","BSA",38.27158,"Controls",">50","MGH mixed pool",0.00025
"Plate3","IgA","9(1,A9)","Control: MGH mixed pool1:16000","BSA",45.56133,"Controls",">50","MGH mixed pool",6.25e-05
"Plate3","IgA","10(1,A10)","Control: MGH mixed pool1:16000","BSA",35.36465,"Controls",">50","MGH mixed pool",6.25e-05
"Plate3","IgA","11(1,A11)","Control: MGH mixed pool1:64000","BSA",38.53887,"Controls",">50","MGH mixed pool",1.5625e-05
"Plate3","IgA","12(1,A12)","Control: MGH mixed pool1:64000","BSA",36.05195,"Controls",">50","MGH mixed pool",1.5625e-05
"Plate3","IgA","13(1,A13)","Control: MGH mixed pool1:256000","BSA",38.96719,"Controls",">50","MGH mixed pool",3.91e-06
"Plate3","IgA","14(1,A14)","Control: MGH mixed pool1:256000","BSA",38.88916,"Controls",">50","MGH mixed pool",3.91e-06
"Plate3","IgA","15(1,A15)","Control: MGH mixed pool1:1024000","BSA",37.43818,"Controls",">50","MGH mixed pool",9.77e-07
"Plate3","IgA","16(1,A16)","Control: MGH mixed pool1:1024000","BSA",32.16387,"Controls",">50","MGH mixed pool",9.77e-07
"Plate3","IgA","17(1,A17)","Control: MGH mixed pool1:4096000","BSA",39.64619,"Controls",">50","MGH mixed pool",2.44e-07
"Plate3","IgA","18(1,A18)","Control: MGH mixed pool1:4096000","BSA",37.80508,"Controls",">50","MGH mixed pool",2.44e-07
"Plate3","IgA","19(1,A19)","Control: MGH mixed pool1:16384000","BSA",40.4248,"Controls",">50","MGH mixed pool",6.1e-08
"Plate3","IgA","20(1,A20)","Control: MGH mixed pool1:16384000","BSA",40.40488,"Controls",">50","MGH mixed pool",6.1e-08
"Plate3","IgA","21(1,A21)","Control: Negative COVID1:1000","BSA",41.51055,"Controls",">50","Negative COVID",0.001
"Plate3","IgA","22(1,A22)","Control: Negative COVID1:1000","BSA",43.30019,"Controls",">50","Negative COVID",0.001
"Plate3","IgA","23(1,A23)","Control: HlyE mAb50 ng.mL","BSA",49.95576,"Controls",">50","HlyE mAb",50
"Plate3","IgA","24(1,A24)","Control: HlyE mAb50 ng.mL","BSA",38.2168,"Controls",">50","HlyE mAb",50
"Plate3","IgA","25(1,B1)","Control: HlyE mAb12.5 ng.mL","BSA",39.08008,"Controls",">50","HlyE mAb",12.5
"Plate3","IgA","26(1,B2)","Control: HlyE mAb12.5 ng.mL","BSA",36.61973,"Controls",">50","HlyE mAb",12.5
"Plate3","IgA","27(1,B3)","Control: HlyE mAb3.125 ng.mL","BSA",37.54609,"Controls",">50","HlyE mAb",3.125
"Plate3","IgA","28(1,B4)","Control: HlyE mAb3.125 ng.mL","BSA",32.4959,"Controls",">50","HlyE mAb",3.125
"Plate3","IgA","29(1,B5)","Control: HlyE mAb0.78125 ng.mL","BSA",39.33906,"Controls",">50","HlyE mAb",0.78125
"Plate3","IgA","30(1,B6)","Control: HlyE mAb0.78125 ng.mL","BSA",35.87598,"Controls",">50","HlyE mAb",0.78125
"Plate3","IgA","31(1,B7)","Control: HlyE mAb0.1953125 ng.mL","BSA",32.68018,"Controls",">50","HlyE mAb",0.1953125
"Plate3","IgA","32(1,B8)","Control: HlyE mAb0.1953125 ng.mL","BSA",37.42822,"Controls",">50","HlyE mAb",0.1953125
"Plate3","IgA","33(1,B9)","Control: HlyE mAb0.048828125 ng.mL","BSA",38.4874,"Controls",">50","HlyE mAb",0.048828125
"Plate3","IgA","34(1,B10)","Control: HlyE mAb0.048828125 ng.mL","BSA",34.79023,"Controls",">50","HlyE mAb",0.048828125
"Plate3","IgA","35(1,B11)","Control: HlyE mAb0.012207031 ng.mL","BSA",36.62637,"Controls",">50","HlyE mAb",0.012207031
"Plate3","IgA","36(1,B12)","Control: HlyE mAb0.012207031 ng.mL","BSA",36.01875,"Controls",">50","HlyE mAb",0.012207031
"Plate3","IgA","37(1,B13)","Control: HlyE mAb0.003051758 ng.mL","BSA",33.01055,"Controls",">50","HlyE mAb",0.003051758
"Plate3","IgA","38(1,B14)","Control: HlyE mAb0.003051758 ng.mL","BSA",28.4999,"Controls",">50","HlyE mAb",0.003051758
"Plate3","IgA","39(1,B15)","Control: IMM VC pool1:100","BSA",40.94111,"Controls",">50","IMM VC pool",0.01
"Plate3","IgA","40(1,B16)","Control: IMM VC pool1:100","BSA",37.98769,"Controls",">50","IMM VC pool",0.01
"Plate3","IgA","41(1,B17)","Control: IMM VC pool1:400","BSA",44.73125,"Controls",">50","IMM VC pool",0.0025
"Plate3","IgA","42(1,B18)","Control: IMM VC pool1:400","BSA",41.70644,"Controls",">50","IMM VC pool",0.0025
"Plate3","IgA","43(1,B19)","Control: IMM VC pool1:1600","BSA",35.08242,"Controls",">50","IMM VC pool",0.000625
"Plate3","IgA","44(1,B20)","Control: IMM VC pool1:1600","BSA",49.4876,"Controls",">50","IMM VC pool",0.000625
"Plate3","IgA","45(1,B21)","Control: IMM VC pool1:6400","BSA",49.13066,"Controls",">50","IMM VC pool",0.00015625
"Plate3","IgA","46(1,B22)","Control: IMM VC pool1:6400","BSA",41.3877,"Controls",">50","IMM VC pool",0.00015625
"Plate3","IgA","47(1,B23)","Control: IMM VC pool1:25600","BSA",38.87754,"Controls",">50","IMM VC pool",3.91e-05
"Plate3","IgA","48(1,B24)","Control: IMM VC pool1:25600","BSA",40.16582,"Controls",">50","IMM VC pool",3.91e-05
"Plate3","IgA","49(1,C1)","Control: IMM VC pool1:102400","BSA",39.30586,"Controls",">50","IMM VC pool",9.77e-06
"Plate3","IgA","50(1,C2)","Control: IMM VC pool1:102400","BSA",33.02881,"Controls",">50","IMM VC pool",9.77e-06
"Plate3","IgA","51(1,C3)","Control: IMM VC pool1:409600","BSA",34.60596,"Controls",">50","IMM VC pool",2.44e-06
"Plate3","IgA","52(1,C4)","Control: IMM VC pool1:409600","BSA",36.55332,"Controls",">50","IMM VC pool",2.44e-06
"Plate3","IgA","53(1,C5)","Control: IMM VC pool1:1638400","BSA",31.77207,"Controls",">50","IMM VC pool",6.1e-07
"Plate3","IgA","54(1,C6)","Control: IMM VC pool1:1638400","BSA",45.15625,"Controls",">50","IMM VC pool",6.1e-07
"Plate3","IgA","55(1,C7)","Control: IMM Typhi HL1:1000","BSA",47.25137,"Controls",">50","IMM Typhi HL",0.001
"Plate3","IgA","56(1,C8)","Control: IMM Typhi HL1:1000","BSA",32.67519,"Controls",">50","IMM Typhi HL",0.001
"Plate3","IgA","57(1,C9)","Control: IMM Typhi HL1:4000","BSA",34.64746,"Controls",">50","IMM Typhi HL",0.00025
"Plate3","IgA","58(1,C10)","Control: IMM Typhi HL1:4000","BSA",32.7914,"Controls",">50","IMM Typhi HL",0.00025
"Plate3","IgA","59(1,C11)","Control: IMM Typhi HL1:16000","BSA",36.52676,"Controls",">50","IMM Typhi HL",6.25e-05
"Plate3","IgA","60(1,C12)","Control: IMM Typhi HL1:16000","BSA",35.91582,"Controls",">50","IMM Typhi HL",6.25e-05
"Plate3","IgA","61(1,C13)","Control: MGH Cholera HL1:1000","BSA",33.36748,"Controls",">50","MGH Cholera HL",0.001
"Plate3","IgA","62(1,C14)","Control: MGH Cholera HL1:1000","BSA",34.57109,"Controls",">50","MGH Cholera HL",0.001
"Plate3","IgA","63(1,C15)","Control: MGH Cholera HL1:4000","BSA",39.43867,"Controls",">50","MGH Cholera HL",0.00025
"Plate3","IgA","64(1,C16)","Control: MGH Cholera HL1:4000","BSA",28.52812,"Controls",">50","MGH Cholera HL",0.00025
"Plate3","IgA","65(1,C17)","Control: MGH Cholera HL1:16000","BSA",39.72422,"Controls",">50","MGH Cholera HL",6.25e-05
"Plate3","IgA","66(1,C18)","Control: MGH Cholera HL1:16000","BSA",35.02266,"Controls",">50","MGH Cholera HL",6.25e-05
"Plate3","IgA","67(1,C19)","Control: IMM Shigella HL1:1000","BSA",38.04082,"Controls",">50","IMM Shigella HL",0.001
"Plate3","IgA","68(1,C20)","Control: IMM Shigella HL1:1000","BSA",35.02432,"Controls",">50","IMM Shigella HL",0.001
"Plate3","IgA","69(1,C21)","Control: IMM Shigella HL1:4000","BSA",42.29082,"Controls",">50","IMM Shigella HL",0.00025
"Plate3","IgA","70(1,C22)","Control: IMM Shigella HL1:4000","BSA",39.86201,"Controls",">50","IMM Shigella HL",0.00025
"Plate3","IgA","71(1,C23)","Control: IMM Shigella HL1:16000","BSA",46.45449,"Controls",">50","IMM Shigella HL",6.25e-05
"Plate3","IgA","72(1,C24)","Control: IMM Shigella HL1:16000","BSA",39.1332,"Controls",">50","IMM Shigella HL",6.25e-05
"Plate3","IgA","5(1,A5)","Control: MGH mixed pool1:1000","Ty21a OSP",534.3512,"Controls",">50","MGH mixed pool",0.001
"Plate3","IgA","6(1,A6)","Control: MGH mixed pool1:1000","Ty21a OSP",520.0589,"Controls",">50","MGH mixed pool",0.001
"Plate3","IgA","7(1,A7)","Control: MGH mixed pool1:4000","Ty21a OSP",229.5332,"Controls",">50","MGH mixed pool",0.00025
"Plate3","IgA","8(1,A8)","Control: MGH mixed pool1:4000","Ty21a OSP",176.87804,"Controls",">50","MGH mixed pool",0.00025
"Plate3","IgA","9(1,A9)","Control: MGH mixed pool1:16000","Ty21a OSP",101.54346,"Controls",">50","MGH mixed pool",6.25e-05
"Plate3","IgA","10(1,A10)","Control: MGH mixed pool1:16000","Ty21a OSP",97.60059,"Controls",">50","MGH mixed pool",6.25e-05
"Plate3","IgA","11(1,A11)","Control: MGH mixed pool1:64000","Ty21a OSP",95.20664,"Controls",">50","MGH mixed pool",1.5625e-05
"Plate3","IgA","12(1,A12)","Control: MGH mixed pool1:64000","Ty21a OSP",81.06211,"Controls",">50","MGH mixed pool",1.5625e-05
"Plate3","IgA","13(1,A13)","Control: MGH mixed pool1:256000","Ty21a OSP",77.96426,"Controls",">50","MGH mixed pool",3.91e-06
"Plate3","IgA","14(1,A14)","Control: MGH mixed pool1:256000","Ty21a OSP",83.62207,"Controls",">50","MGH mixed pool",3.91e-06
"Plate3","IgA","15(1,A15)","Control: MGH mixed pool1:1024000","Ty21a OSP",84.27119,"Controls",">50","MGH mixed pool",9.77e-07
"Plate3","IgA","16(1,A16)","Control: MGH mixed pool1:1024000","Ty21a OSP",80.41797,"Controls",">50","MGH mixed pool",9.77e-07
"Plate3","IgA","17(1,A17)","Control: MGH mixed pool1:4096000","Ty21a OSP",86.57383,"Controls",">50","MGH mixed pool",2.44e-07
"Plate3","IgA","18(1,A18)","Control: MGH mixed pool1:4096000","Ty21a OSP",71.77851,"Controls",">50","MGH mixed pool",2.44e-07
"Plate3","IgA","19(1,A19)","Control: MGH mixed pool1:16384000","Ty21a OSP",91.08447,"Controls",">50","MGH mixed pool",6.1e-08
"Plate3","IgA","20(1,A20)","Control: MGH mixed pool1:16384000","Ty21a OSP",85.8251,"Controls",">50","MGH mixed pool",6.1e-08
"Plate3","IgA","21(1,A21)","Control: Negative COVID1:1000","Ty21a OSP",113.74228,"Controls",">50","Negative COVID",0.001
"Plate3","IgA","22(1,A22)","Control: Negative COVID1:1000","Ty21a OSP",118.85059,"Controls",">50","Negative COVID",0.001
"Plate3","IgA","23(1,A23)","Control: HlyE mAb50 ng.mL","Ty21a OSP",77.7418,"Controls",">50","HlyE mAb",50
"Plate3","IgA","24(1,A24)","Control: HlyE mAb50 ng.mL","Ty21a OSP",84.321,"Controls",">50","HlyE mAb",50
"Plate3","IgA","25(1,B1)","Control: HlyE mAb12.5 ng.mL","Ty21a OSP",101.58828,"Controls",">50","HlyE mAb",12.5
"Plate3","IgA","26(1,B2)","Control: HlyE mAb12.5 ng.mL","Ty21a OSP",69.62032,"Controls",">50","HlyE mAb",12.5
"Plate3","IgA","27(1,B3)","Control: HlyE mAb3.125 ng.mL","Ty21a OSP",78.13858,"Controls",">50","HlyE mAb",3.125
"Plate3","IgA","28(1,B4)","Control: HlyE mAb3.125 ng.mL","Ty21a OSP",84.05371,"Controls",">50","HlyE mAb",3.125
"Plate3","IgA","29(1,B5)","Control: HlyE mAb0.78125 ng.mL","Ty21a OSP",78.41914,"Controls",">50","HlyE mAb",0.78125
"Plate3","IgA","30(1,B6)","Control: HlyE mAb0.78125 ng.mL","Ty21a OSP",82.3919,"Controls",">50","HlyE mAb",0.78125
"Plate3","IgA","31(1,B7)","Control: HlyE mAb0.1953125 ng.mL","Ty21a OSP",80.06934,"Controls",">50","HlyE mAb",0.1953125
"Plate3","IgA","32(1,B8)","Control: HlyE mAb0.1953125 ng.mL","Ty21a OSP",87.86875,"Controls",">50","HlyE mAb",0.1953125
"Plate3","IgA","33(1,B9)","Control: HlyE mAb0.048828125 ng.mL","Ty21a OSP",79.95313,"Controls",">50","HlyE mAb",0.048828125
"Plate3","IgA","34(1,B10)","Control: HlyE mAb0.048828125 ng.mL","Ty21a OSP",89.63515,"Controls",">50","HlyE mAb",0.048828125
"Plate3","IgA","35(1,B11)","Control: HlyE mAb0.012207031 ng.mL","Ty21a OSP",81.28623,"Controls",">50","HlyE mAb",0.012207031
"Plate3","IgA","36(1,B12)","Control: HlyE mAb0.012207031 ng.mL","Ty21a OSP",83.03105,"Controls",">50","HlyE mAb",0.012207031
"Plate3","IgA","37(1,B13)","Control: HlyE mAb0.003051758 ng.mL","Ty21a OSP",80.27519,"Controls",">50","HlyE mAb",0.003051758
"Plate3","IgA","38(1,B14)","Control: HlyE mAb0.003051758 ng.mL","Ty21a OSP",75.27647,"Controls",">50","HlyE mAb",0.003051758
"Plate3","IgA","39(1,B15)","Control: IMM VC pool1:100","Ty21a OSP",631.44373,"Controls",">50","IMM VC pool",0.01
"Plate3","IgA","40(1,B16)","Control: IMM VC pool1:100","Ty21a OSP",638.77502,"Controls",">50","IMM VC pool",0.01
"Plate3","IgA","41(1,B17)","Control: IMM VC pool1:400","Ty21a OSP",214.88731,"Controls",">50","IMM VC pool",0.0025
"Plate3","IgA","42(1,B18)","Control: IMM VC pool1:400","Ty21a OSP",264.69531,"Controls",">50","IMM VC pool",0.0025
"Plate3","IgA","43(1,B19)","Control: IMM VC pool1:1600","Ty21a OSP",129.16679,"Controls",">50","IMM VC pool",0.000625
"Plate3","IgA","44(1,B20)","Control: IMM VC pool1:1600","Ty21a OSP",149.4041,"Controls",">50","IMM VC pool",0.000625
"Plate3","IgA","45(1,B21)","Control: IMM VC pool1:6400","Ty21a OSP",94.73848,"Controls",">50","IMM VC pool",0.00015625
"Plate3","IgA","46(1,B22)","Control: IMM VC pool1:6400","Ty21a OSP",106.16699,"Controls",">50","IMM VC pool",0.00015625
"Plate3","IgA","47(1,B23)","Control: IMM VC pool1:25600","Ty21a OSP",77.92607,"Controls",">50","IMM VC pool",3.91e-05
"Plate3","IgA","48(1,B24)","Control: IMM VC pool1:25600","Ty21a OSP",93.06172,"Controls",">50","IMM VC pool",3.91e-05
"Plate3","IgA","49(1,C1)","Control: IMM VC pool1:102400","Ty21a OSP",82.74219,"Controls",">50","IMM VC pool",9.77e-06
"Plate3","IgA","50(1,C2)","Control: IMM VC pool1:102400","Ty21a OSP",86.09903,"Controls",">50","IMM VC pool",9.77e-06
"Plate3","IgA","51(1,C3)","Control: IMM VC pool1:409600","Ty21a OSP",92.64668,"Controls",">50","IMM VC pool",2.44e-06
"Plate3","IgA","52(1,C4)","Control: IMM VC pool1:409600","Ty21a OSP",80.77324,"Controls",">50","IMM VC pool",2.44e-06
"Plate3","IgA","53(1,C5)","Control: IMM VC pool1:1638400","Ty21a OSP",90.63955,"Controls",">50","IMM VC pool",6.1e-07
"Plate3","IgA","54(1,C6)","Control: IMM VC pool1:1638400","Ty21a OSP",86.09238,"Controls",">50","IMM VC pool",6.1e-07
"Plate3","IgA","55(1,C7)","Control: IMM Typhi HL1:1000","Ty21a OSP",1782.00842,"Controls",">50","IMM Typhi HL",0.001
"Plate3","IgA","56(1,C8)","Control: IMM Typhi HL1:1000","Ty21a OSP",1309.10291,"Controls",">50","IMM Typhi HL",0.001
"Plate3","IgA","57(1,C9)","Control: IMM Typhi HL1:4000","Ty21a OSP",355.93417,"Controls",">50","IMM Typhi HL",0.00025
"Plate3","IgA","58(1,C10)","Control: IMM Typhi HL1:4000","Ty21a OSP",350.73788,"Controls",">50","IMM Typhi HL",0.00025
"Plate3","IgA","59(1,C11)","Control: IMM Typhi HL1:16000","Ty21a OSP",139.39999,"Controls",">50","IMM Typhi HL",6.25e-05
"Plate3","IgA","60(1,C12)","Control: IMM Typhi HL1:16000","Ty21a OSP",151.41953,"Controls",">50","IMM Typhi HL",6.25e-05
"Plate3","IgA","61(1,C13)","Control: MGH Cholera HL1:1000","Ty21a OSP",102.39844,"Controls",">50","MGH Cholera HL",0.001
"Plate3","IgA","62(1,C14)","Control: MGH Cholera HL1:1000","Ty21a OSP",88.31201,"Controls",">50","MGH Cholera HL",0.001
"Plate3","IgA","63(1,C15)","Control: MGH Cholera HL1:4000","Ty21a OSP",82.12627,"Controls",">50","MGH Cholera HL",0.00025
"Plate3","IgA","64(1,C16)","Control: MGH Cholera HL1:4000","Ty21a OSP",79.93486,"Controls",">50","MGH Cholera HL",0.00025
"Plate3","IgA","65(1,C17)","Control: MGH Cholera HL1:16000","Ty21a OSP",83.05264,"Controls",">50","MGH Cholera HL",6.25e-05
"Plate3","IgA","66(1,C18)","Control: MGH Cholera HL1:16000","Ty21a OSP",75.37441,"Controls",">50","MGH Cholera HL",6.25e-05
"Plate3","IgA","67(1,C19)","Control: IMM Shigella HL1:1000","Ty21a OSP",304.642,"Controls",">50","IMM Shigella HL",0.001
"Plate3","IgA","68(1,C20)","Control: IMM Shigella HL1:1000","Ty21a OSP",410.6828,"Controls",">50","IMM Shigella HL",0.001
"Plate3","IgA","69(1,C21)","Control: IMM Shigella HL1:4000","Ty21a OSP",152.00723,"Controls",">50","IMM Shigella HL",0.00025
"Plate3","IgA","70(1,C22)","Control: IMM Shigella HL1:4000","Ty21a OSP",165.80644,"Controls",">50","IMM Shigella HL",0.00025
"Plate3","IgA","71(1,C23)","Control: IMM Shigella HL1:16000","Ty21a OSP",104.50517,"Controls",">50","IMM Shigella HL",6.25e-05
"Plate3","IgA","72(1,C24)","Control: IMM Shigella HL1:16000","Ty21a OSP",107.38223,"Controls",">50","IMM Shigella HL",6.25e-05
"Plate3","IgA","5(1,A5)","Control: MGH mixed pool1:1000","PTA OSP",11505.50879,"Controls",">50","MGH mixed pool",0.001
"Plate3","IgA","6(1,A6)","Control: MGH mixed pool1:1000","PTA OSP",9720.31152,"Controls",">50","MGH mixed pool",0.001
"Plate3","IgA","7(1,A7)","Control: MGH mixed pool1:4000","PTA OSP",2963.51831,"Controls",">50","MGH mixed pool",0.00025
"Plate3","IgA","8(1,A8)","Control: MGH mixed pool1:4000","PTA OSP",2443.35156,"Controls",">50","MGH mixed pool",0.00025
"Plate3","IgA","9(1,A9)","Control: MGH mixed pool1:16000","PTA OSP",479.68887,"Controls",">50","MGH mixed pool",6.25e-05
"Plate3","IgA","10(1,A10)","Control: MGH mixed pool1:16000","PTA OSP",493.34531,"Controls",">50","MGH mixed pool",6.25e-05
"Plate3","IgA","11(1,A11)","Control: MGH mixed pool1:64000","PTA OSP",230.79659,"Controls",">50","MGH mixed pool",1.5625e-05
"Plate3","IgA","12(1,A12)","Control: MGH mixed pool1:64000","PTA OSP",221.45322,"Controls",">50","MGH mixed pool",1.5625e-05
"Plate3","IgA","13(1,A13)","Control: MGH mixed pool1:256000","PTA OSP",132.28125,"Controls",">50","MGH mixed pool",3.91e-06
"Plate3","IgA","14(1,A14)","Control: MGH mixed pool1:256000","PTA OSP",142.78008,"Controls",">50","MGH mixed pool",3.91e-06
"Plate3","IgA","15(1,A15)","Control: MGH mixed pool1:1024000","PTA OSP",113.475,"Controls",">50","MGH mixed pool",9.77e-07
"Plate3","IgA","16(1,A16)","Control: MGH mixed pool1:1024000","PTA OSP",117.03438,"Controls",">50","MGH mixed pool",9.77e-07
"Plate3","IgA","17(1,A17)","Control: MGH mixed pool1:4096000","PTA OSP",106.43925,"Controls",">50","MGH mixed pool",2.44e-07
"Plate3","IgA","18(1,A18)","Control: MGH mixed pool1:4096000","PTA OSP",114.21543,"Controls",">50","MGH mixed pool",2.44e-07
"Plate3","IgA","19(1,A19)","Control: MGH mixed pool1:16384000","PTA OSP",109.68652,"Controls",">50","MGH mixed pool",6.1e-08
"Plate3","IgA","20(1,A20)","Control: MGH mixed pool1:16384000","PTA OSP",114.26192,"Controls",">50","MGH mixed pool",6.1e-08
"Plate3","IgA","21(1,A21)","Control: Negative COVID1:1000","PTA OSP",143.27148,"Controls",">50","Negative COVID",0.001
"Plate3","IgA","22(1,A22)","Control: Negative COVID1:1000","PTA OSP",135.94687,"Controls",">50","Negative COVID",0.001
"Plate3","IgA","23(1,A23)","Control: HlyE mAb50 ng.mL","PTA OSP",107.05019,"Controls",">50","HlyE mAb",50
"Plate3","IgA","24(1,A24)","Control: HlyE mAb50 ng.mL","PTA OSP",112.1834,"Controls",">50","HlyE mAb",50
"Plate3","IgA","25(1,B1)","Control: HlyE mAb12.5 ng.mL","PTA OSP",110.83369,"Controls",">50","HlyE mAb",12.5
"Plate3","IgA","26(1,B2)","Control: HlyE mAb12.5 ng.mL","PTA OSP",111.15742,"Controls",">50","HlyE mAb",12.5
"Plate3","IgA","27(1,B3)","Control: HlyE mAb3.125 ng.mL","PTA OSP",114.12578,"Controls",">50","HlyE mAb",3.125
"Plate3","IgA","28(1,B4)","Control: HlyE mAb3.125 ng.mL","PTA OSP",99.58945,"Controls",">50","HlyE mAb",3.125
"Plate3","IgA","29(1,B5)","Control: HlyE mAb0.78125 ng.mL","PTA OSP",113.23594,"Controls",">50","HlyE mAb",0.78125
"Plate3","IgA","30(1,B6)","Control: HlyE mAb0.78125 ng.mL","PTA OSP",108.49785,"Controls",">50","HlyE mAb",0.78125
"Plate3","IgA","31(1,B7)","Control: HlyE mAb0.1953125 ng.mL","PTA OSP",115.87226,"Controls",">50","HlyE mAb",0.1953125
"Plate3","IgA","32(1,B8)","Control: HlyE mAb0.1953125 ng.mL","PTA OSP",118.01885,"Controls",">50","HlyE mAb",0.1953125
