"Location","Sample","antigen","value","metric","group","samp","conc","ctrl_group","conc_label","which","dups"
"202(1,I10)","Unknown2","CtxB",132119.9688,"Median","Samples","Unknown2",0.00025,"MGH mixed pool","2.819444444","Claire at MGH","MGH mixed pool_0.00025_CtxB_Claire at MGH"
"203(1,I11)","Unknown3","CtxB",37681.86328,"Median","Samples","Unknown3",6.25e-05,"MGH mixed pool","1:16000","Claire at MGH","MGH mixed pool_6.25e-05_CtxB_Claire at MGH"
"204(1,I12)","Unknown3","CtxB",41704.23828,"Median","Samples","Unknown3",6.25e-05,"MGH mixed pool","1:16000","Claire at MGH","MGH mixed pool_6.25e-05_CtxB_Claire at MGH"
"205(1,I13)","Unknown4","CtxB",9244.0127,"Median","Samples","Unknown4",1.5625e-05,"MGH mixed pool","1:64000","Claire at MGH","MGH mixed pool_1.5625e-05_CtxB_Claire at MGH"
"206(1,I14)","Unknown4","CtxB",9135.78027,"Median","Samples","Unknown4",1.5625e-05,"MGH mixed pool","1:64000","Claire at MGH","MGH mixed pool_1.5625e-05_CtxB_Claire at MGH"
"207(1,I15)","Unknown5","CtxB",2169.72803,"Median","Samples","Unknown5",3.90625e-06,"MGH mixed pool","1:256000","Claire at MGH","MGH mixed pool_3.90625e-06_CtxB_Claire at MGH"
"208(1,I16)","Unknown5","CtxB",2745.39038,"Median","Samples","Unknown5",3.90625e-06,"MGH mixed pool","1:256000","Claire at MGH","MGH mixed pool_3.90625e-06_CtxB_Claire at MGH"
"209(1,I17)","Unknown6","CtxB",664.67676,"Median","Samples","Unknown6",9.76563e-07,"MGH mixed pool","1:1024000","Claire at MGH","MGH mixed pool_9.76563e-07_CtxB_Claire at MGH"
"210(1,I18)","Unknown6","CtxB",645.96014,"Median","Samples","Unknown6",9.76563e-07,"MGH mixed pool","1:1024000","Claire at MGH","MGH mixed pool_9.76563e-07_CtxB_Claire at MGH"
"211(1,I19)","Unknown7","CtxB",212.69922,"Median","Samples","Unknown7",2.44141e-07,"MGH mixed pool","1:4096000","Claire at MGH","MGH mixed pool_2.44141e-07_CtxB_Claire at MGH"
"212(1,I20)","Unknown7","CtxB",226.04688,"Median","Samples","Unknown7",2.44141e-07,"MGH mixed pool","1:4096000","Claire at MGH","MGH mixed pool_2.44141e-07_CtxB_Claire at MGH"
"213(1,I21)","Unknown8","CtxB",80.22207,"Median","Samples","Unknown8",6.10352e-08,"MGH mixed pool","1:16384000","Claire at MGH","MGH mixed pool_6.10352e-08_CtxB_Claire at MGH"
"214(1,I22)","Unknown8","CtxB",86.93906,"Median","Samples","Unknown8",6.10352e-08,"MGH mixed pool","1:16384000","Claire at MGH","MGH mixed pool_6.10352e-08_CtxB_Claire at MGH"
"215(1,I23)","Unknown9","CtxB",2101.81421,"Median","Samples","Unknown9",0.001,"Neg control","0.736111111","Claire at MGH","Neg control_0.001_CtxB_Claire at MGH"
"216(1,I24)","Unknown9","CtxB",1866.30444,"Median","Samples","Unknown9",0.001,"Neg control","0.736111111","Claire at MGH","Neg control_0.001_CtxB_Claire at MGH"
"217(1,J1)","Unknown10","CtxB",44.04395,"Median","Samples","Unknown10",50,"HlyE mAb","50 ng.mL","Claire at MGH","HlyE mAb_50_CtxB_Claire at MGH"
"218(1,J2)","Unknown10","CtxB",32.0875,"Median","Samples","Unknown10",50,"HlyE mAb","50 ng.mL","Claire at MGH","HlyE mAb_50_CtxB_Claire at MGH"
"219(1,J3)","Unknown11","CtxB",37.40332,"Median","Samples","Unknown11",12.5,"HlyE mAb","12.5 ng.mL","Claire at MGH","HlyE mAb_12.5_CtxB_Claire at MGH"
"220(1,J4)","Unknown11","CtxB",35.34307,"Median","Samples","Unknown11",12.5,"HlyE mAb","12.5 ng.mL","Claire at MGH","HlyE mAb_12.5_CtxB_Claire at MGH"
"221(1,J5)","Unknown12","CtxB",31.93643,"Median","Samples","Unknown12",3.125,"HlyE mAb","3.125 ng.mL","Claire at MGH","HlyE mAb_3.125_CtxB_Claire at MGH"
"222(1,J6)","Unknown12","CtxB",52.17539,"Median","Samples","Unknown12",3.125,"HlyE mAb","3.125 ng.mL","Claire at MGH","HlyE mAb_3.125_CtxB_Claire at MGH"
"223(1,J7)","Unknown13","CtxB",45.39697,"Median","Samples","Unknown13",0.78125,"HlyE mAb","0.78125 ng.mL","Claire at MGH","HlyE mAb_0.78125_CtxB_Claire at MGH"
"224(1,J8)","Unknown13","CtxB",48.31055,"Median","Samples","Unknown13",0.78125,"HlyE mAb","0.78125 ng.mL","Claire at MGH","HlyE mAb_0.78125_CtxB_Claire at MGH"
"225(1,J9)","Unknown14","CtxB",40.81992,"Median","Samples","Unknown14",0.1953125,"HlyE mAb","0.1953125 ng.mL","Claire at MGH","HlyE mAb_0.1953125_CtxB_Claire at MGH"
"226(1,J10)","Unknown14","CtxB",43.62227,"Median","Samples","Unknown14",0.1953125,"HlyE mAb","0.1953125 ng.mL","Claire at MGH","HlyE mAb_0.1953125_CtxB_Claire at MGH"
"227(1,J11)","Unknown15","CtxB",46.53418,"Median","Samples","Unknown15",0.048828125,"HlyE mAb","0.048828125 ng.mL","Claire at MGH","HlyE mAb_0.048828125_CtxB_Claire at MGH"
"228(1,J12)","Unknown15","CtxB",44.73291,"Median","Samples","Unknown15",0.048828125,"HlyE mAb","0.048828125 ng.mL","Claire at MGH","HlyE mAb_0.048828125_CtxB_Claire at MGH"
"229(1,J13)","Unknown16","CtxB",37.19414,"Median","Samples","Unknown16",0.012207031,"HlyE mAb","0.012207031 ng.mL","Claire at MGH","HlyE mAb_0.012207031_CtxB_Claire at MGH"
"230(1,J14)","Unknown16","CtxB",35.47588,"Median","Samples","Unknown16",0.012207031,"HlyE mAb","0.012207031 ng.mL","Claire at MGH","HlyE mAb_0.012207031_CtxB_Claire at MGH"
"231(1,J15)","Unknown17","CtxB",41.94053,"Median","Samples","Unknown17",0.003051758,"HlyE mAb","0.003051758 ng.mL","Claire at MGH","HlyE mAb_0.003051758_CtxB_Claire at MGH"
"232(1,J16)","Unknown17","CtxB",33.74268,"Median","Samples","Unknown17",0.003051758,"HlyE mAb","0.003051758 ng.mL","Claire at MGH","HlyE mAb_0.003051758_CtxB_Claire at MGH"
"241(1,K1)","Unknown18","CtxB",156454.5938,"Median","Samples","Unknown18",0.01,"MGH VC pool","0.111111111","Claire at MGH","MGH VC pool_0.01_CtxB_Claire at MGH"
"242(1,K2)","Unknown18","CtxB",158669.0938,"Median","Samples","Unknown18",0.01,"MGH VC pool","0.111111111","Claire at MGH","MGH VC pool_0.01_CtxB_Claire at MGH"
"243(1,K3)","Unknown19","CtxB",106652.6172,"Median","Samples","Unknown19",0.0025,"MGH VC pool","0.319444444","Claire at MGH","MGH VC pool_0.0025_CtxB_Claire at MGH"
"244(1,K4)","Unknown19","CtxB",92308.53125,"Median","Samples","Unknown19",0.0025,"MGH VC pool","0.319444444","Claire at MGH","MGH VC pool_0.0025_CtxB_Claire at MGH"
"245(1,K5)","Unknown20","CtxB",34895.44922,"Median","Samples","Unknown20",0.000625,"MGH VC pool","1.152777778","Claire at MGH","MGH VC pool_0.000625_CtxB_Claire at MGH"
"246(1,K6)","Unknown20","CtxB",37181.42578,"Median","Samples","Unknown20",0.000625,"MGH VC pool","1.152777778","Claire at MGH","MGH VC pool_0.000625_CtxB_Claire at MGH"
"247(1,K7)","Unknown21","CtxB",10060.4502,"Median","Samples","Unknown21",0.00015625,"MGH VC pool","1:64000","Claire at MGH","MGH VC pool_0.00015625_CtxB_Claire at MGH"
"248(1,K8)","Unknown21","CtxB",10484.56738,"Median","Samples","Unknown21",0.00015625,"MGH VC pool","1:64000","Claire at MGH","MGH VC pool_0.00015625_CtxB_Claire at MGH"
"250(1,K10)","Unknown22","CtxB",1778.81421,"Median","Samples","Unknown22",3.90625e-05,"MGH VC pool","1:256000","Claire at MGH","MGH VC pool_3.90625e-05_CtxB_Claire at MGH"
"251(1,K11)","Unknown23","CtxB",727.68964,"Median","Samples","Unknown23",9.765625e-06,"MGH VC pool","1:1024000","Claire at MGH","MGH VC pool_9.765625e-06_CtxB_Claire at MGH"
"252(1,K12)","Unknown23","CtxB",437.87451,"Median","Samples","Unknown23",9.765625e-06,"MGH VC pool","1:1024000","Claire at MGH","MGH VC pool_9.765625e-06_CtxB_Claire at MGH"
"253(1,K13)","Unknown24","CtxB",85.04316,"Median","Samples","Unknown24",2.44140625e-06,"MGH VC pool","1:4096000","Claire at MGH","MGH VC pool_2.44140625e-06_CtxB_Claire at MGH"
"254(1,K14)","Unknown24","CtxB",32.63867,"Median","Samples","Unknown24",2.44140625e-06,"MGH VC pool","1:4096000","Claire at MGH","MGH VC pool_2.44140625e-06_CtxB_Claire at MGH"
"255(1,K15)","Unknown25","CtxB",84.5999,"Median","Samples","Unknown25",6.103515625e-07,"MGH VC pool","1:16384000","Claire at MGH","MGH VC pool_6.103515625e-07_CtxB_Claire at MGH"
"256(1,K16)","Unknown25","CtxB",95.69804,"Median","Samples","Unknown25",6.103515625e-07,"MGH VC pool","1:16384000","Claire at MGH","MGH VC pool_6.103515625e-07_CtxB_Claire at MGH"
"265(1,L1)","Unknown26","CtxB",5655.69873,"Median","Samples","Unknown26",0.001,"MGH Typhi HL","0.736111111","Claire at MGH","MGH Typhi HL_0.001_CtxB_Claire at MGH"
"266(1,L2)","Unknown26","CtxB",4729.08105,"Median","Samples","Unknown26",0.001,"MGH Typhi HL","0.736111111","Claire at MGH","MGH Typhi HL_0.001_CtxB_Claire at MGH"
"267(1,L3)","Unknown27","CtxB",902.85107,"Median","Samples","Unknown27",0.00025,"MGH Typhi HL","2.819444444","Claire at MGH","MGH Typhi HL_0.00025_CtxB_Claire at MGH"
"268(1,L4)","Unknown27","CtxB",672.80157,"Median","Samples","Unknown27",0.00025,"MGH Typhi HL","2.819444444","Claire at MGH","MGH Typhi HL_0.00025_CtxB_Claire at MGH"
"269(1,L5)","Unknown28","CtxB",305.27118,"Median","Samples","Unknown28",6.25e-05,"MGH Typhi HL","1:16000","Claire at MGH","MGH Typhi HL_6.25e-05_CtxB_Claire at MGH"
"270(1,L6)","Unknown28","CtxB",204.47481,"Median","Samples","Unknown28",6.25e-05,"MGH Typhi HL","1:16000","Claire at MGH","MGH Typhi HL_6.25e-05_CtxB_Claire at MGH"
"271(1,L7)","Unknown29","CtxB",89275,"Median","Samples","Unknown29",0.001,"MGH Cholera HL","0.736111111","Claire at MGH","MGH Cholera HL_0.001_CtxB_Claire at MGH"
"272(1,L8)","Unknown29","CtxB",85518.42188,"Median","Samples","Unknown29",0.001,"MGH Cholera HL","0.736111111","Claire at MGH","MGH Cholera HL_0.001_CtxB_Claire at MGH"
"273(1,L9)","Unknown30","CtxB",22374.59375,"Median","Samples","Unknown30",0.00025,"MGH Cholera HL","2.819444444","Claire at MGH","MGH Cholera HL_0.00025_CtxB_Claire at MGH"
"274(1,L10)","Unknown30","CtxB",18044.96875,"Median","Samples","Unknown30",0.00025,"MGH Cholera HL","2.819444444","Claire at MGH","MGH Cholera HL_0.00025_CtxB_Claire at MGH"
"275(1,L11)","Unknown31","CtxB",4289.89014,"Median","Samples","Unknown31",6.25e-05,"MGH Cholera HL","1:16000","Claire at MGH","MGH Cholera HL_6.25e-05_CtxB_Claire at MGH"
"276(1,L12)","Unknown31","CtxB",4830.94873,"Median","Samples","Unknown31",6.25e-05,"MGH Cholera HL","1:16000","Claire at MGH","MGH Cholera HL_6.25e-05_CtxB_Claire at MGH"
"277(1,L13)","Unknown32","CtxB",15784.0918,"Median","Samples","Unknown32",0.001,"MGH Shigella HL","0.736111111","Claire at MGH","MGH Shigella HL_0.001_CtxB_Claire at MGH"
"278(1,L14)","Unknown32","CtxB",15311.52148,"Median","Samples","Unknown32",0.001,"MGH Shigella HL","0.736111111","Claire at MGH","MGH Shigella HL_0.001_CtxB_Claire at MGH"
"279(1,L15)","Unknown33","CtxB",3616.45459,"Median","Samples","Unknown33",0.00025,"MGH Shigella HL","2.819444444","Claire at MGH","MGH Shigella HL_0.00025_CtxB_Claire at MGH"
"280(1,L16)","Unknown33","CtxB",3294.31616,"Median","Samples","Unknown33",0.00025,"MGH Shigella HL","2.819444444","Claire at MGH","MGH Shigella HL_0.00025_CtxB_Claire at MGH"
"281(1,L17)","Unknown34","CtxB",732.94904,"Median","Samples","Unknown34",6.25e-05,"MGH Shigella HL","1:16000","Claire at MGH","MGH Shigella HL_6.25e-05_CtxB_Claire at MGH"
"282(1,L18)","Unknown34","CtxB",734.99268,"Median","Samples","Unknown34",6.25e-05,"MGH Shigella HL","1:16000","Claire at MGH","MGH Shigella HL_6.25e-05_CtxB_Claire at MGH"
"199(1,I7)","Unknown1","Ogawa OSP",192999.3594,"Median","Samples","Unknown1",0.001,"MGH mixed pool","0.736111111","Claire at MGH","MGH mixed pool_0.001_Ogawa OSP_Claire at MGH"
"200(1,I8)","Unknown1","Ogawa OSP",195588.7031,"Median","Samples","Unknown1",0.001,"MGH mixed pool","0.736111111","Claire at MGH","MGH mixed pool_0.001_Ogawa OSP_Claire at MGH"
"201(1,I9)","Unknown2","Ogawa OSP",131977.0469,"Median","Samples","Unknown2",0.00025,"MGH mixed pool","2.819444444","Claire at MGH","MGH mixed pool_0.00025_Ogawa OSP_Claire at MGH"
"202(1,I10)","Unknown2","Ogawa OSP",154685.0938,"Median","Samples","Unknown2",0.00025,"MGH mixed pool","2.819444444","Claire at MGH","MGH mixed pool_0.00025_Ogawa OSP_Claire at MGH"
"203(1,I11)","Unknown3","Ogawa OSP",59583.05469,"Median","Samples","Unknown3",6.25e-05,"MGH mixed pool","1:16000","Claire at MGH","MGH mixed pool_6.25e-05_Ogawa OSP_Claire at MGH"
"204(1,I12)","Unknown3","Ogawa OSP",55989.86328,"Median","Samples","Unknown3",6.25e-05,"MGH mixed pool","1:16000","Claire at MGH","MGH mixed pool_6.25e-05_Ogawa OSP_Claire at MGH"
"205(1,I13)","Unknown4","Ogawa OSP",15462.25391,"Median","Samples","Unknown4",1.5625e-05,"MGH mixed pool","1:64000","Claire at MGH","MGH mixed pool_1.5625e-05_Ogawa OSP_Claire at MGH"
"206(1,I14)","Unknown4","Ogawa OSP",14748.06934,"Median","Samples","Unknown4",1.5625e-05,"MGH mixed pool","1:64000","Claire at MGH","MGH mixed pool_1.5625e-05_Ogawa OSP_Claire at MGH"
"207(1,I15)","Unknown5","Ogawa OSP",4132.32129,"Median","Samples","Unknown5",3.90625e-06,"MGH mixed pool","1:256000","Claire at MGH","MGH mixed pool_3.90625e-06_Ogawa OSP_Claire at MGH"
"208(1,I16)","Unknown5","Ogawa OSP",4673.29297,"Median","Samples","Unknown5",3.90625e-06,"MGH mixed pool","1:256000","Claire at MGH","MGH mixed pool_3.90625e-06_Ogawa OSP_Claire at MGH"
"209(1,I17)","Unknown6","Ogawa OSP",1291.66138,"Median","Samples","Unknown6",9.76563e-07,"MGH mixed pool","1:1024000","Claire at MGH","MGH mixed pool_9.76563e-07_Ogawa OSP_Claire at MGH"
"210(1,I18)","Unknown6","Ogawa OSP",1213.3783,"Median","Samples","Unknown6",9.76563e-07,"MGH mixed pool","1:1024000","Claire at MGH","MGH mixed pool_9.76563e-07_Ogawa OSP_Claire at MGH"
"211(1,I19)","Unknown7","Ogawa OSP",308.38065,"Median","Samples","Unknown7",2.44141e-07,"MGH mixed pool","1:4096000","Claire at MGH","MGH mixed pool_2.44141e-07_Ogawa OSP_Claire at MGH"
"212(1,I20)","Unknown7","Ogawa OSP",300.17285,"Median","Samples","Unknown7",2.44141e-07,"MGH mixed pool","1:4096000","Claire at MGH","MGH mixed pool_2.44141e-07_Ogawa OSP_Claire at MGH"
"213(1,I21)","Unknown8","Ogawa OSP",103.70996,"Median","Samples","Unknown8",6.10352e-08,"MGH mixed pool","1:16384000","Claire at MGH","MGH mixed pool_6.10352e-08_Ogawa OSP_Claire at MGH"
"214(1,I22)","Unknown8","Ogawa OSP",96.44512,"Median","Samples","Unknown8",6.10352e-08,"MGH mixed pool","1:16384000","Claire at MGH","MGH mixed pool_6.10352e-08_Ogawa OSP_Claire at MGH"
"215(1,I23)","Unknown9","Ogawa OSP",50.14004,"Median","Samples","Unknown9",0.001,"Neg control","0.736111111","Claire at MGH","Neg control_0.001_Ogawa OSP_Claire at MGH"
"216(1,I24)","Unknown9","Ogawa OSP",47.87725,"Median","Samples","Unknown9",0.001,"Neg control","0.736111111","Claire at MGH","Neg control_0.001_Ogawa OSP_Claire at MGH"
"217(1,J1)","Unknown10","Ogawa OSP",51.36855,"Median","Samples","Unknown10",50,"HlyE mAb","50 ng.mL","Claire at MGH","HlyE mAb_50_Ogawa OSP_Claire at MGH"
"218(1,J2)","Unknown10","Ogawa OSP",46.18223,"Median","Samples","Unknown10",50,"HlyE mAb","50 ng.mL","Claire at MGH","HlyE mAb_50_Ogawa OSP_Claire at MGH"
"219(1,J3)","Unknown11","Ogawa OSP",48.51308,"Median","Samples","Unknown11",12.5,"HlyE mAb","12.5 ng.mL","Claire at MGH","HlyE mAb_12.5_Ogawa OSP_Claire at MGH"
"220(1,J4)","Unknown11","Ogawa OSP",35.61367,"Median","Samples","Unknown11",12.5,"HlyE mAb","12.5 ng.mL","Claire at MGH","HlyE mAb_12.5_Ogawa OSP_Claire at MGH"
"221(1,J5)","Unknown12","Ogawa OSP",32.43613,"Median","Samples","Unknown12",3.125,"HlyE mAb","3.125 ng.mL","Claire at MGH","HlyE mAb_3.125_Ogawa OSP_Claire at MGH"
"222(1,J6)","Unknown12","Ogawa OSP",45.47168,"Median","Samples","Unknown12",3.125,"HlyE mAb","3.125 ng.mL","Claire at MGH","HlyE mAb_3.125_Ogawa OSP_Claire at MGH"
"223(1,J7)","Unknown13","Ogawa OSP",44.40088,"Median","Samples","Unknown13",0.78125,"HlyE mAb","0.78125 ng.mL","Claire at MGH","HlyE mAb_0.78125_Ogawa OSP_Claire at MGH"
"224(1,J8)","Unknown13","Ogawa OSP",53.45537,"Median","Samples","Unknown13",0.78125,"HlyE mAb","0.78125 ng.mL","Claire at MGH","HlyE mAb_0.78125_Ogawa OSP_Claire at MGH"
"225(1,J9)","Unknown14","Ogawa OSP",42.89844,"Median","Samples","Unknown14",0.1953125,"HlyE mAb","0.1953125 ng.mL","Claire at MGH","HlyE mAb_0.1953125_Ogawa OSP_Claire at MGH"
"226(1,J10)","Unknown14","Ogawa OSP",43.49609,"Median","Samples","Unknown14",0.1953125,"HlyE mAb","0.1953125 ng.mL","Claire at MGH","HlyE mAb_0.1953125_Ogawa OSP_Claire at MGH"
"227(1,J11)","Unknown15","Ogawa OSP",42.79883,"Median","Samples","Unknown15",0.048828125,"HlyE mAb","0.048828125 ng.mL","Claire at MGH","HlyE mAb_0.048828125_Ogawa OSP_Claire at MGH"
"228(1,J12)","Unknown15","Ogawa OSP",47.50039,"Median","Samples","Unknown15",0.048828125,"HlyE mAb","0.048828125 ng.mL","Claire at MGH","HlyE mAb_0.048828125_Ogawa OSP_Claire at MGH"
"229(1,J13)","Unknown16","Ogawa OSP",43.48613,"Median","Samples","Unknown16",0.012207031,"HlyE mAb","0.012207031 ng.mL","Claire at MGH","HlyE mAb_0.012207031_Ogawa OSP_Claire at MGH"
"230(1,J14)","Unknown16","Ogawa OSP",42.23769,"Median","Samples","Unknown16",0.012207031,"HlyE mAb","0.012207031 ng.mL","Claire at MGH","HlyE mAb_0.012207031_Ogawa OSP_Claire at MGH"
"231(1,J15)","Unknown17","Ogawa OSP",40.89629,"Median","Samples","Unknown17",0.003051758,"HlyE mAb","0.003051758 ng.mL","Claire at MGH","HlyE mAb_0.003051758_Ogawa OSP_Claire at MGH"
"232(1,J16)","Unknown17","Ogawa OSP",47.96856,"Median","Samples","Unknown17",0.003051758,"HlyE mAb","0.003051758 ng.mL","Claire at MGH","HlyE mAb_0.003051758_Ogawa OSP_Claire at MGH"
"241(1,K1)","Unknown18","Ogawa OSP",72794.35156,"Median","Samples","Unknown18",0.01,"MGH VC pool","0.111111111","Claire at MGH","MGH VC pool_0.01_Ogawa OSP_Claire at MGH"
"242(1,K2)","Unknown18","Ogawa OSP",69946.39062,"Median","Samples","Unknown18",0.01,"MGH VC pool","0.111111111","Claire at MGH","MGH VC pool_0.01_Ogawa OSP_Claire at MGH"
"243(1,K3)","Unknown19","Ogawa OSP",36737.58203,"Median","Samples","Unknown19",0.0025,"MGH VC pool","0.319444444","Claire at MGH","MGH VC pool_0.0025_Ogawa OSP_Claire at MGH"
"244(1,K4)","Unknown19","Ogawa OSP",28089.1875,"Median","Samples","Unknown19",0.0025,"MGH VC pool","0.319444444","Claire at MGH","MGH VC pool_0.0025_Ogawa OSP_Claire at MGH"
"245(1,K5)","Unknown20","Ogawa OSP",8069.94971,"Median","Samples","Unknown20",0.000625,"MGH VC pool","1.152777778","Claire at MGH","MGH VC pool_0.000625_Ogawa OSP_Claire at MGH"
"246(1,K6)","Unknown20","Ogawa OSP",10519.00879,"Median","Samples","Unknown20",0.000625,"MGH VC pool","1.152777778","Claire at MGH","MGH VC pool_0.000625_Ogawa OSP_Claire at MGH"
"247(1,K7)","Unknown21","Ogawa OSP",2782.85352,"Median","Samples","Unknown21",0.00015625,"MGH VC pool","1:64000","Claire at MGH","MGH VC pool_0.00015625_Ogawa OSP_Claire at MGH"
"248(1,K8)","Unknown21","Ogawa OSP",2848.98413,"Median","Samples","Unknown21",0.00015625,"MGH VC pool","1:64000","Claire at MGH","MGH VC pool_0.00015625_Ogawa OSP_Claire at MGH"
"250(1,K10)","Unknown22","Ogawa OSP",638.21552,"Median","Samples","Unknown22",3.90625e-05,"MGH VC pool","1:256000","Claire at MGH","MGH VC pool_3.90625e-05_Ogawa OSP_Claire at MGH"
"251(1,K11)","Unknown23","Ogawa OSP",268.69296,"Median","Samples","Unknown23",9.765625e-06,"MGH VC pool","1:1024000","Claire at MGH","MGH VC pool_9.765625e-06_Ogawa OSP_Claire at MGH"
"252(1,K12)","Unknown23","Ogawa OSP",163.39922,"Median","Samples","Unknown23",9.765625e-06,"MGH VC pool","1:1024000","Claire at MGH","MGH VC pool_9.765625e-06_Ogawa OSP_Claire at MGH"
"253(1,K13)","Unknown24","Ogawa OSP",56.27431,"Median","Samples","Unknown24",2.44140625e-06,"MGH VC pool","1:4096000","Claire at MGH","MGH VC pool_2.44140625e-06_Ogawa OSP_Claire at MGH"
"254(1,K14)","Unknown24","Ogawa OSP",43.7916,"Median","Samples","Unknown24",2.44140625e-06,"MGH VC pool","1:4096000","Claire at MGH","MGH VC pool_2.44140625e-06_Ogawa OSP_Claire at MGH"
"255(1,K15)","Unknown25","Ogawa OSP",56.02861,"Median","Samples","Unknown25",6.103515625e-07,"MGH VC pool","1:16384000","Claire at MGH","MGH VC pool_6.103515625e-07_Ogawa OSP_Claire at MGH"
"256(1,K16)","Unknown25","Ogawa OSP",57.32851,"Median","Samples","Unknown25",6.103515625e-07,"MGH VC pool","1:16384000","Claire at MGH","MGH VC pool_6.103515625e-07_Ogawa OSP_Claire at MGH"
"265(1,L1)","Unknown26","Ogawa OSP",163.14355,"Median","Samples","Unknown26",0.001,"MGH Typhi HL","0.736111111","Claire at MGH","MGH Typhi HL_0.001_Ogawa OSP_Claire at MGH"
"266(1,L2)","Unknown26","Ogawa OSP",150.108,"Median","Samples","Unknown26",0.001,"MGH Typhi HL","0.736111111","Claire at MGH","MGH Typhi HL_0.001_Ogawa OSP_Claire at MGH"
"267(1,L3)","Unknown27","Ogawa OSP",55.15537,"Median","Samples","Unknown27",0.00025,"MGH Typhi HL","2.819444444","Claire at MGH","MGH Typhi HL_0.00025_Ogawa OSP_Claire at MGH"
"268(1,L4)","Unknown27","Ogawa OSP",58.8957,"Median","Samples","Unknown27",0.00025,"MGH Typhi HL","2.819444444","Claire at MGH","MGH Typhi HL_0.00025_Ogawa OSP_Claire at MGH"
"269(1,L5)","Unknown28","Ogawa OSP",50.96846,"Median","Samples","Unknown28",6.25e-05,"MGH Typhi HL","1:16000","Claire at MGH","MGH Typhi HL_6.25e-05_Ogawa OSP_Claire at MGH"
"270(1,L6)","Unknown28","Ogawa OSP",52.61035,"Median","Samples","Unknown28",6.25e-05,"MGH Typhi HL","1:16000","Claire at MGH","MGH Typhi HL_6.25e-05_Ogawa OSP_Claire at MGH"
"271(1,L7)","Unknown29","Ogawa OSP",30319.68359,"Median","Samples","Unknown29",0.001,"MGH Cholera HL","0.736111111","Claire at MGH","MGH Cholera HL_0.001_Ogawa OSP_Claire at MGH"
"272(1,L8)","Unknown29","Ogawa OSP",28956.83398,"Median","Samples","Unknown29",0.001,"MGH Cholera HL","0.736111111","Claire at MGH","MGH Cholera HL_0.001_Ogawa OSP_Claire at MGH"
"273(1,L9)","Unknown30","Ogawa OSP",6934.979,"Median","Samples","Unknown30",0.00025,"MGH Cholera HL","2.819444444","Claire at MGH","MGH Cholera HL_0.00025_Ogawa OSP_Claire at MGH"
"274(1,L10)","Unknown30","Ogawa OSP",5408.70117,"Median","Samples","Unknown30",0.00025,"MGH Cholera HL","2.819444444","Claire at MGH","MGH Cholera HL_0.00025_Ogawa OSP_Claire at MGH"
